id,tabular_only_predicted,CNN_PREDICTED
8802400906,255405,395302.9
3166900270,379962,579646.25
3682000060,327837,593139.8
5469700020,294348,434836.22
1245001820,610242,609885.25
9547205660,601054,581297.56
7974700122,692017,639470.1
7550801225,502628,534870.2
1099950050,735751,1124221.1
1402900460,307569,517580.03
7636800041,1230193,1691873.6
2115720270,249146,414020
8651441750,215499,319881.4
3904100035,257976,383298.6
8815400020,553191,587570.06
3303860590,440558,685070.7
5427110040,1071399,811103
1782000160,306554,405267.03
6204420290,489889,698925
3995700245,285695,437838.97
7955040130,461769,498090.88
1442880650,482885,660384.75
8833510230,703812,1222546.1
7283900551,478621,695437.7
4396000180,304924,392420.06
7504021310,649389,743674.1
322059264,305402,442220.88
3654800040,266670,402067.2
2767704777,495832,518417.88
3278602190,373700,491775.03
3236500220,568862,516739.62
3410600100,274742,439206.5
629410180,692982,808318.44
3352402250,192001,330597.56
4363700304,323754,422948.28
7237550130,1089452,1537956.8
9808590210,1241349,1045972.25
8074200175,258460,406952.53
3463400330,360785,540863.44
6306400140,842215,680232.25
8564950250,532753,771474.25
5381000070,225346,378430.38
9826700697,465346,504461.34
8132700190,412720,445438.16
7943000020,211722,320235.2
9547204675,580430,576002.1
4112100101,440244,584767.7
727500030,530273,453657.4
114101426,359358,550226.56
9274202005,697890,697839.4
1193000380,923100,796590
3039000020,416517,547024
7852170130,658684,803012.3
2624079010,586642,732588.75
4137010540,270853,453924.4
7576200012,746695,754770.4
1138020020,365246,446475.44
3969300030,195891,332646.94
898000200,221604,302243.6
5153100030,253087,468211.62
5104532030,491958,758762.9
4406000050,232822,353825.4
9274203390,578798,531990.8
8682290360,474491,565418.5
6928600330,220300,426679.56
4139680070,780384,850701.8
6844702690,467622,491735.66
2154970020,1541210,1529145.1
4385701285,1029073,841831.44
2426059071,584536,750629.94
2867300160,409200,948137.3
9512500720,538431,560940.25
1773101020,293451,391310.9
8687800100,272813,461197.16
3627800050,1151755,1398643.8
1604600227,307729,370413.6
3300701170,382970,447278.38
9250900111,485634,692051.6
7015200790,564201,517496.12
1311100490,227512,400221.72
2469000010,795309,706994.5
1982201596,570499,520713
1862700290,270575,516448.94
2586800270,253049,378528.56
9528102772,446908,503203.4
5490210200,404459,496736.06
6669080020,441391,563719.25
179003055,190743,384168.1
1860600535,937210,877891
1592000130,536737,686437.5
3905040170,509085,579949.25
9320500080,239313,415825.97
9276200850,489495,486352.62
224069114,564678,653700.2
2260000340,537847,596150.56
5096300130,393926,602131.75
3432500215,347574,546285.75
2600000050,660324,678488.1
8856003839,200408,353804.84
2492200435,333222,431573.28
7855900110,980461,1031000
6806100250,322687,444008.44
2770603523,603287,516345.53
1370800515,1659657,1478935.5
2726049150,499639,569051
1226059161,532018,738091.6
1068000375,3307297,3261853.8
9528104109,389245,477206.4
5126310060,467535,658645.06
1951820070,527242,593220.75
1545805980,364279,488578.03
9464700340,906317,954467.94
4319200675,625601,815174.25
7518500885,449299,524549.8
7852020620,474324,592025.94
869700370,327856,461539.03
8643000190,255931,428953.72
8902000267,568543,704547.2
7972602435,289130,377561.62
2050100210,840007,992144.25
6705120540,532261,532488.25
2767601390,602960,606665.75
4141000490,1058074,1058705.6
9345400350,769244,763909.94
3222079162,316955,417242.94
7789000120,244281,361795
6646200770,623761,815569.25
6666800180,685302,641272.94
1725800280,422262,509364.25
6117500460,884181,1291538.2
5470100220,243220,370047.78
5457300478,563532,435574.2
7550800195,479214,520043.03
7787050180,550317,756357.06
6204430250,525924,741177.6
7640400250,495307,599309.7
624110920,771288,1040894.3
3629920140,375734,415908.06
7173700518,633120,646729.8
3210200395,154492,339608.53
2473480560,352166,550879.2
2623089141,418757,591659.06
1423800080,226366,359742.7
2076400050,247981,456140.2
3832060120,282359,442981.5
7702600930,407697,560951.5
5101404555,417487,504836.25
3723800415,351272,471989.62
3356403400,204489,353953
9214400125,460390,519821.9
1797500530,581970,481565.12
9551201660,1054550,935161.94
3878900815,345907,554802.8
1760650280,293914,442358.38
5466410030,239363,347998.5
6388930620,572571,677067.4
2331300395,771618,713969.3
9412700160,273026,429466.22
871001611,598652,572841.25
3142600120,569438,589134.94
3995700220,392404,521548.94
2310000280,273187,403993.6
8039900400,367526,496060.03
7504021510,640553,807910
1959700445,1589818,1112300.4
1556200155,514692,606554.06
3629960590,421831,453372.38
259000240,472064,693331.9
662440020,395795,588241.75
3123049142,431617,692254.25
321100260,680291,785390.4
6840701095,545240,489962.9
3738900165,443761,629781.25
4427100130,420802,512591.2
9238500100,402748,648580.25
6145601810,382683,451120.16
2570300090,370433,497102.88
4017600010,485415,718195.2
1005000220,345351,476153.56
1257202120,473075,471376.97
9527000490,477650,590071.1
8691400080,664336,828108.5
1726069084,431027,627945.44
248000240,193494,351086.3
6113400046,298396,515728.4
2130702350,379096,624808.75
920069052,254654,331724.1
6071300160,509440,607424.7
1623049041,161920,308484.2
9268200285,400946,449340.8
1843100520,339671,587551
2887700826,603335,644232.4
9122000385,517251,606120.4
9475700220,325883,496133.84
2804600005,808669,648010.9
2896400300,375270,553594.6
5015000180,625523,647459.9
3630220180,693310,806107.56
8832900780,438263,619216.7
1568100300,598534,493475.75
8718500610,407810,577267.5
4147200140,845847,962854.3
1973700030,1151945,1074199.1
8862000075,199258,330221.97
9320990110,254200,421929.03
1151100035,365984,509236.03
2011000010,225770,359650.4
1651500060,953466,662915.06
446000190,726562,801303.3
2344300220,890913,785969.56
523049195,233555,387478.16
9191200015,655489,600673.8
7942601410,789833,717145.25
7137800300,198768,343405.38
7853300280,526082,625353
6654700240,329774,495244.2
569000050,614824,640112
3584000180,213996,384889.44
2026079055,330167,499703.3
8898700880,269155,421522.8
5075400150,557323,606060.25
8731981360,359662,650924.44
4222500020,225244,365527.38
7996720050,690828,749275.3
4077800094,624693,688823.25
6446200365,565415,670661.5
2824089053,481239,584275.5
1311800220,238940,357569.72
3522049063,552521,882732.6
1721801280,219296,332472.2
6131600240,183133,313198.4
7202310040,560439,625250.44
1123059125,577660,727341.2
646910160,241153,383440.06
5630500005,375142,558147.25
3342100785,232035,373378.25
9547205610,630913,666129.4
1773100123,313055,381113.4
3353400092,257155,469995.3
217500015,421849,555973.9
3649100031,480726,594696.3
7896300150,258478,429367.5
623049185,254978,406711.22
1773100430,386700,428970.9
1781500220,519776,754789.06
3395380200,223967,395488.06
2424059170,3006889,2725375.5
4389200765,1473082,1067463.1
1543000060,445276,731771.75
6154900005,604139,705385.56
2902200240,485770,449226
1442880640,493290,667271.3
8562770490,505639,555890.7
2768300655,665837,581391.8
3432501315,306980,479862
5035300570,715487,725682.5
3626039028,457853,484103.22
3876540780,205914,358302.6
327000100,1034036,963624.1
7551300065,452239,452549.44
1312920060,215989,394154
2215901230,280417,371433.78
6306800010,375858,628322.9
2767700022,453701,509539.16
5589900610,512078,728157.4
4320200020,617202,691787
5249804655,514443,621840.06
9238500480,448257,695340.25
3885806565,790635,1030279.5
7905200205,433558,441882.34
5727500102,324176,492640.16
3585220070,400836,448022.03
2078500210,537539,643077.1
1839920050,407345,526807.8
534000080,318430,394380
856000255,586230,515581.34
4141010110,1163655,1334278.2
9558040820,617039,1043868.6
7768700315,1022294,687375.56
2796100640,270016,435074.3
1922059010,198444,366873.34
3448000542,298261,437703.72
3883100220,277125,438808.78
7237301210,260145,407659.88
3893100456,825466,975105.8
9578501110,292206,568052.8
6145601995,427659,496663.12
4024100120,311517,496893.38
8899000050,325310,524411.8
3396820010,535130,653394.8
6749700117,413840,510273.47
1954400060,441951,560603.3
3303970100,694163,796538.3
2540850070,500599,580416.8
3797000745,493431,543764.3
7883603700,274236,390021.44
3438501452,429315,539028.2
3530210260,619269,939266.25
3598600049,188631,218757.34
731500170,309561,491774.56
7129304375,177277,318726.1
263000006,472401,549155
7212660560,261112,481247.4
1112700010,378928,538877.06
3420069060,516518,838580.7
2473000470,426692,589881
8691390980,663785,840047.06
6184700100,503918,538864.75
4476400275,301062,491539.2
2968801240,271309,394825.56
1529300160,454135,487196.12
7640400070,685781,824581.94
7016100380,466675,655848.94
2172000890,399201,616225.2
4035900015,721336,690488.56
9528104660,857698,853726.8
507100005,362136,634386
2783100160,395822,614814.06
3629921140,720153,930526.94
1099750610,221133,403151.5
1330300451,999915,752915.56
2757000030,688846,722186.3
2114700190,320048,473264.75
2050000020,908166,1216243.2
3832500790,251709,445489.12
2612000390,287428,502463
1483300430,417853,439837.78
8899200720,275765,433059.2
9183700470,252462,463113.97
3530490031,256065,395882.03
7857001225,357966,441658.66
7920100083,412657,390752.25
2254501620,498669,440015.25
3303000130,448495,681779.94
3876200070,425005,565102.56
369000365,424541,359156.5
3052700385,714402,646769.9
7856550240,763056,791622
7300410110,318161,600543.25
7201800300,399564,489992.8
1695900060,492053,490128.34
9429500146,787803,799482
3629910240,558031,662257.94
8805400090,232123,354863.88
1022069050,257005,355045
1138010530,393982,470881.38
7877400266,164565,272161.97
7974200452,890220,898504.8
2126049265,480581,605933.7
9547204350,687083,637951.56
5560000680,164527,300519.62
3793500550,278227,421636.2
4217401195,1009148,761303.4
1826049408,403983,570884.44
3905100210,437298,509510.97
7695370160,431883,800498.25
3210400060,217759,373920.25
6146600170,116520,256019.9
2767601750,431397,506690.84
1773100926,405543,494558.88
5700002125,474464,545403.94
1951100100,190041,354941.38
1402200340,293447,472325.56
8044200200,490717,455940.97
66000070,291527,325545.38
5083100065,213792,355048.72
4027701284,361991,574887.5
5693501100,501788,551725.7
3600072,525431,601450.56
8078550250,307607,486761.44
1922059046,218748,416923.9
2902200016,695990,537574.4
9183700845,146053,282224.25
3333001997,297553,457667
1432400525,250568,376549
2824059128,552901,546507.75
6453550090,899060,1042604.1
6202600070,1616044,1466396.8
7524100280,205675,390902.1
3524039224,716522,871247
5739601300,502246,410610.06
2473000410,385550,602812.06
421059018,265886,413099.47
4232901120,686727,581302
5559600140,239584,363717.78
3797310150,239008,372891.78
7986400265,775535,806476.6
3025300095,2171151,1579098.9
7524950830,542302,555515.44
9407100730,309668,372523.56
3812400854,378322,506791.34
6002400030,308224,532363.9
2212200090,246593,376974.44
7202330610,484391,559358.5
7300400170,275855,506620.78
8965000110,424368,504900.28
3996900125,324896,494469.25
2221000100,260107,427833.5
1524079088,290159,444808.2
1133000036,411996,504026.62
1868901190,613605,639413.44
4037200530,458237,485643.97
2095500120,305504,517383.62
1995200338,786477,794215.7
8820902350,881734,980604.1
7459810210,337048,520704.06
9536600010,495385,781628.9
8085400586,1589708,1067072.2
7518503065,389857,409454.12
8682320350,544442,628368.4
3179100790,711274,653786.25
9828702666,427952,444763.22
6713700250,553467,839404.8
2141330700,549578,611866
7519001990,414752,430417.88
3223069019,323187,445655.28
7994700030,250543,478405.72
2592300450,280915,454134.84
2792000010,348001,591540.6
173000025,322636,459823.84
7203150330,591511,673659.56
3305100210,886620,936493.5
2581300055,803107,800880.06
6613000750,1288508,1118922.2
7015200685,631617,622966.06
1323089184,402188,541313.4
3793500510,392598,571035.8
2225079030,198922,425430.94
3578400710,428509,491527.94
8100000090,285389,400092.72
2095500040,291337,482684.25
8682281710,592843,693265.06
6163901380,281941,470776.75
6918720080,734088,717370.3
6914700130,482386,593298.8
1205000215,497631,484997.38
3800008,303948,472487.75
6150200180,302708,439756.4
1223089066,679688,873765.7
7768800290,772779,800150.2
9285800330,800159,884925.8
1974300020,578005,530311.1
7628700050,839732,764028.7
9376301800,698964,724494.5
8651430220,201201,301472.66
629810350,776322,1007272.5
5016002180,824715,754171.75
9558010230,319202,490715.78
8732000390,237778,377753.94
7899800586,406180,499612.28
5249802460,372113,465282.72
1446300020,529402,836675.44
7785380150,459526,653080.8
1245500950,628042,729458.5
3362400640,675099,627725.75
7578200310,636072,725185.06
4137020910,261759,435508.97
11520640,736604,884932.56
7972601995,247748,355971.6
8122100160,418449,477489.56
9456200450,303868,494638.6
1328320760,329807,495695.9
4025300285,302290,516175.2
2721600125,980929,862407.44
1123049027,219748,368994.1
3542300060,225957,350909.25
291310340,449694,577984.2
8651720420,457720,585139.8
3298200790,338830,392230.75
4037200585,400170,473361.8
1329000090,1404061,1565994.6
9279700013,1070762,967163.2
4151800265,429199,386121.03
7760400210,248132,351527.56
5029450110,212610,366661.03
9492500160,837131,895345.06
3578400270,421780,507860.6
7606200090,231150,370700.53
3682000050,321459,528550
1250200415,320544,384686.88
629811600,589634,755198.75
1839500115,308431,483191.78
1176001293,1364965,1424103.9
3013300409,366203,435543.44
7853280370,810222,1054920.1
3275780030,640012,661504.25
3336001946,230899,364858
5456000110,696732,683436.7
2473250400,258833,442532.22
5393601635,481660,576252.6
8820902905,304634,437249.78
1245001659,678934,682990.4
1523069215,419413,534170.75
930000234,541382,656321.94
4083301645,679219,533726.75
4055700778,600380,825987.56
2781230080,431055,659498
3629910210,607909,674522.94
7856700060,644746,670559.8
7589700055,426900,470759.7
3888100043,331725,400198.8
6381501636,358134,516988.06
3303951150,360280,553342.3
8638500170,404439,483208.84
5635100050,362438,655225
8820901792,927786,1008768.3
5456000025,1036831,975353.2
985001275,174712,345586.2
9560500105,721072,655918.3
1421069117,253114,333183.5
4154300296,317597,281104.66
795000620,173147,150278.45
9828702335,496362,446628.75
1250202145,883437,919341.3
1163400070,264945,346930.84
5652600065,659206,704134.75
1042700050,793732,842179.2
8899210320,330867,539644.4
1651800030,1913830,1069427.6
2919201365,687585,822067.75
4365200895,305558,415601.56
6841700100,890636,861641.25
7376300060,406265,457179.72
7852090180,474147,643110.25
9222400565,579294,556809.06
9542400075,972248,736644.44
7338000150,214208,295087
4322500110,543393,612172.44
7694200070,388365,568741.2
9321010130,269341,354996.9
3204300455,1157856,998377.4
6706000040,253291,451084.44
1565930130,437735,672052.2
3279000420,199674,345822.9
194000575,490796,509759.8
2115510160,237387,403020.03
7522500005,523162,562545.25
3787000140,457885,607950.3
7852110690,542505,745991.25
5469700260,328270,551368.5
8691410730,651387,802398.4
114100763,244627,451498.03
1257202430,750919,793616.06
7000100635,410119,411486.97
1900000195,177443,330227
251500330,1259291,1107188.6
7701960210,885256,1147891
4037000065,417060,440335.12
522059299,268041,396748.3
6072300800,653360,608637.2
6821102358,588696,547196.2
5029450200,219828,365606.16
8860310240,586595,640355
826000295,332781,391821.38
9417400110,359173,419674.47
3959400345,724567,706493.7
8899000430,303304,472572
7527200030,624543,742537.44
8562720410,1029399,1398131.8
1432400335,238782,356067
6699940320,359734,539918.25
2525059172,685416,847308.5
7548301044,377689,442996.72
2141300420,777629,780853.3
5100401414,419940,490117.6
7346600092,248726,437836.47
6852700478,499294,443446.03
87000213,222056,365373.34
5416500260,276786,411953.8
322059097,285682,438098.78
7229900005,331493,469029.03
7116000350,147757,259545.47
3739500096,386496,347412.9
6744700900,777417,1012463.5
1959700550,1028008,771692.75
5589300435,383300,598158.56
1775920350,336193,482558.12
3750607974,244582,439601.25
5318100935,869692,686048.75
1442700430,442661,658670.2
9346700030,766154,688812.06
1841500050,305096,491912.47
7278100665,434214,557517.4
8635750980,560927,663265.44
6909700340,679169,686382.5
7011201475,757436,722895.4
9348500220,547049,826808.8
3876313170,414881,576040.56
2195700050,850882,1225596.5
3760100200,408089,580377.5
3396800120,501280,632638.8
3750603685,226786,386764.5
9828702310,505015,513903.97
8656300380,339216,530884.44
1438000170,459373,714017.7
2423069164,462791,553169.25
2112700845,329683,443322.12
7635801370,436113,662351.4
8572900135,318767,551823.56
7504010590,720036,910181.4
6821100125,453306,409162.94
4310702775,388354,432443.4
2591010180,474732,492162.12
9828700235,626930,541453.8
9376301180,488271,476625.12
1646502355,940001,850129.25
1498301672,506762,535265.6
7715600070,328877,498551.84
7283900045,488701,679907.3
522069119,486135,651973.1
5200100125,568230,589925.44
826069184,472522,688029.44
3271300155,705948,659494.9
4444800045,664617,668039.9
8682291050,662123,788720
2770605420,529423,467585.6
1556200205,539944,528327.25
269000970,1430762,1145569.2
9264900880,255178,447431.1
2323059074,226372,345426.38
1224059053,786463,1200796
3755500065,412387,515482.03
2571900430,308840,477461.3
3705000070,292054,432120.22
824069173,546959,634223.94
1735800050,150655,277294.97
3025059089,784338,536020.6
6132600655,803233,856220.2
1068000255,1541159,1447391.4
3052700921,627620,671917.56
3024089057,276226,403621.97
7390400026,260281,463560.7
1787600224,448443,568086.4
2923049372,269653,484710.7
7015201015,978720,879971.5
7701990040,857933,1180445.5
1925059194,860465,708269.3
301401370,304537,485532.8
1931300955,464075,435684.7
2395710070,339059,508946.66
2591820070,391183,568292.3
7883604065,298318,397467.47
808300200,526168,727114.4
1421069159,371977,625723.44
8562780540,338324,368620.6
2787720300,368089,476337.03
2349300069,278524,355586.47
739000035,227840,328675.53
2397101460,602168,591139.6
7625702437,371754,482585.28
5101406441,493931,516257.4
3323500010,1239557,704370.5
225039082,714944,815928.7
8078100260,336494,542501.5
4139480200,1094701,1572663.6
7436300160,591821,632760.7
822039004,654674,744231.8
8651442910,250298,387457.84
1370803510,718466,660297.25
3342100569,697513,784826.56
1310430400,477905,764694.94
104540820,191530,374677
4305500030,631517,771543.4
993000090,955195,1008945.3
8044050040,387233,574048.75
5707500050,671054,672672.2
6306800080,324445,540234.5
9206700190,848735,953888.3
8732040090,275640,544367.75
3037200045,413319,401819.2
438000025,616658,652657.44
239000115,269600,469693.3
8929000230,483242,520566.03
7135520610,990096,1312944.8
5561300340,477621,652296.5
9530100085,781398,695269.94
6613000140,1324318,988402.56
8835210130,311395,454292.1
3782400190,362748,520908.7
379000051,252180,472081.47
3869900150,291676,366709.28
4322200050,454512,519523.53
8961980290,629413,767131.7
2558670110,421036,570686.3
1124000010,435884,518024.47
3869900138,400091,511135.03
7853300720,470753,579268.8
251300110,305484,269491.38
3904100041,274751,394844.38
7701990300,826433,1065065.4
8682231190,511127,578097.2
7888200240,240033,375305.7
2025700730,270358,431962.4
3066410800,662751,856262.7
7576200040,701604,674948.94
2526069095,1132026,1566971.6
2781270530,217769,283662.47
3763300005,484935,599120.56
1523049083,221186,369937.34
923049468,223919,378709.1
3303700221,550335,552485.44
1502400140,230176,354700.12
2880100160,842369,894365.4
4083304535,850511,771879.75
8820902549,641331,710526.2
4139400060,786297,852779.6
1222069094,333210,447895.6
9367200205,614894,539473.56
2734100736,305839,450413.84
3856904580,663970,592097.7
3812400789,334774,499315.06
3303980090,941208,1169918.5
1314300018,290686,416062.4
9522400350,484215,717117.25
7524350080,294570,531276.94
9406520260,277536,435332.06
3278602040,395681,507706.6
7696620100,237966,372142.2
3751600635,229129,377337.34
6365900065,382395,397583.47
8732800100,255813,424219.97
3876540410,228131,365708
7349660050,243824,358845.28
1036700220,574327,686876.25
5417600200,253140,423616.38
8732020310,249762,482504.75
6844703240,775135,901813.3
923059206,311529,524321.75
4038700220,645870,629272.1
2597520900,596410,678145.3
7203230040,923464,1168341.9
8820903560,296118,410743.6
424069112,709712,816880.1
6056100102,499656,618855.4
1823069155,428020,608035
9412400220,2033249,2323606
6851700381,1104391,836799.1
13001215,354046,425665.5
3630180340,746244,824528.44
6746701090,569100,597456.75
3832050760,259692,412469.2
369000690,491545,451927.97
6071900130,591619,553912.5
7266200085,632838,630809.7
1473120390,428861,678789.75
9523100458,507968,574663.3
4345000510,258105,220947.11
6600220090,369522,500704.6
8079040320,363915,550391.3
1357900060,487094,539045.2
3996900295,317798,476026.44
1442700250,449402,756433.5
5021900175,421879,503339.72
4365700130,358380,438419.75
3876100320,650145,902301.1
2124069103,414388,446026.03
6700400140,251981,406212.72
7852090810,471698,613110.2
1454600038,1148874,1160171.1
4137000250,289156,471103.28
9826700726,569086,571602.44
6716700325,478609,476899.75
8562750300,528124,593555.75
9315600050,1792333,1164860.8
2790410250,640611,713313.94
7732410130,703143,711665.5
1387301730,370187,490893.66
1568100220,355459,530497.75
3975400085,753141,767827
339600110,451276,500397.66
7888400500,259273,419118.53
1842390130,647678,754620.7
7595700025,356559,402676.56
2158900140,705381,650643.9
6151800070,336187,493325.16
9294300515,803255,716294.25
1250202660,818166,708952.5
9106000005,1119281,923765.5
5035300085,646142,666330.2
8898700440,254131,423926.34
723049197,201432,347586.56
2019200220,228338,151502.9
2926049408,660495,756501.3
4233600190,876848,1048769
9268851860,426639,490004.5
5458800620,526316,532572.56
424069096,427923,511420.28
8150100265,200167,318086.28
2742100085,422636,566225.75
8045600130,398318,595371.06
8039900086,316960,396908
4131500190,417197,566406.1
1370802650,693543,660414.4
821049149,221556,406913.34
5104520460,337425,497367
5466750140,253047,377919.7
1703900155,253039,365699.62
8658303065,278347,439323.4
3298720030,487507,559364.4
1839900080,357008,485842.22
1561600025,676074,514466.9
6064800410,341745,466992.44
621069102,273756,365119.4
7853360620,392478,503856.97
9385200045,669271,604892.7
7214770020,570117,889586.4
5412300100,247913,372611.7
2025701360,256928,392993.47
7334602070,309094,408694.2
8029200190,270724,315093.34
2622049052,427916,804402.7
3126049261,348931,392071.44
4443800705,401061,440960.84
2473420100,287721,447054.03
7922710520,579646,605685.9
3336001911,267272,395109.56
3797000300,457842,494153.4
5406500480,611417,670528.5
6706600090,428663,598094.7
1518000230,391214,519001.6
1250202990,877986,859404.1
6441800060,830075,923947.9
2141500070,388464,589638.56
9407101900,306527,382688.25
5451300117,1420058,1616618.6
326069132,505261,650345.5
7153400100,233976,406573.16
3083000910,424324,478554.5
3021059304,273698,517828.88
2597530650,689199,762906.7
3972900215,327873,486443.1
2473420070,285899,407641.62
6115400008,375759,617633.75
8682220230,669906,757802.5
642150080,567935,716151.5
3775300030,343621,515535.12
5418200340,644529,728136.56
2424059119,939405,1075067.1
7899800476,288615,391168
8598200070,287170,400543.22
2421059125,492227,748272.75
9528102771,495120,555590.7
7522500020,540309,620696.56
7202340720,544695,612492.44
3286800260,655701,698847.7
1121059105,415822,658578.5
7504030220,659448,792215.56
4045100190,1415373,1414277.9
9406530090,344222,517433.47
7138000260,237562,419894.66
2600010390,640497,639483.56
2917200365,436809,504704.84
2191600780,196614,336485.28
7784000180,444633,556831.94
6149700194,366714,518194.94
8082400136,716867,823407.9
7202340930,628863,722766.44
1972200556,518759,545501.75
2767604170,535450,548625.3
3271301175,575871,501183.78
3223059303,498156,727313.44
7598100735,890779,884962.94
3348401490,266491,514850.72
1545803390,250473,403242.25
2296700050,504327,696371.5
3626500045,603604,588148.06
1596600060,332927,357169.25
3616600250,1633211,1424974.8
8078560140,267531,438635.97
1796360350,270444,380833.62
2770601763,579506,592647.94
3223069118,543732,778970.06
2473372040,338909,554542.56
3575302759,376979,451906.4
5706200170,433901,505557.5
1774000030,461577,695134.7
2224700136,332442,534410.25
1250200418,328486,388597.6
5416500840,348158,540448.9
7335400345,160270,262608.16
3776300010,894621,886609.3
8857320130,646477,616046.56
424069206,714813,883187.3
3592500985,943444,794832.5
9828701295,350205,355411.88
2621750340,305117,436454.03
7334401000,320007,369695.75
3286800110,643150,708049.8
1722069097,443241,619757.9
3574770030,560743,715545.3
1336300610,1137695,815480.56
7230900100,390348,512259.88
6141100320,465466,195383.73
2767602356,649714,759056
476000017,495417,502840.75
2558600100,472843,609355.6
3500100015,293531,456943.03
4074300150,386093,477752.38
8907500070,4679186,3521211.8
4388000260,220134,340367.9
2475900850,183066,340546.8
7852010900,501553,618283.2
318500300,685998,727832.44
9200000050,188777,336813.4
1026069106,532968,643176.5
205000120,595120,751921
2616800600,833172,1228616.9
921049141,489627,723398.1
2023069059,619600,816593.44
7229900145,367906,569301.25
4376800010,522924,603567.94
4389201095,2370439,1829039.4
826069127,493476,687282.5
2310000250,280686,387341.8
4058801225,339816,513381.78
6600220550,448202,532755.44
3585300194,1293126,1575831.4
2594200375,418036,480910.66
1102000514,665020,848587
1862400471,462445,590201.2
6928000440,275597,405928.84
9578060470,471096,695564.4
8732020670,286582,458610.75
1823069088,341924,458319.1
8712100350,1133123,934553
3420069055,455749,480784.1
4229900140,260240,333522.38
8682280490,454041,535305.94
3830630310,227394,398149.22
5100400251,364482,408039.5
1737100830,593448,677500.1
1630700276,424398,556411
6326000205,392769,560148
3426049284,2417789,2331915.2
3814900260,347989,610092.94
7403200050,2048664,1893311.2
1725059252,720531,767567.8
8899200570,327886,505582.56
4137000700,241934,431660.12
1115300270,808764,1020717.75
3904920380,573532,593284.7
2695600195,389655,449497.7
9542100135,885319,680554.1
1552510160,383845,563795.56
1823059241,670583,947683.5
2193320450,605045,703595.75
1122069006,492627,612628.56
7853340330,400154,528518.75
1954420380,473937,513876.5
7299600530,253785,407010.38
1760650670,238401,380097.8
6819100080,507441,512684.1
2767704649,503729,505020.2
2424059035,864868,876759
1566100400,360535,435168.94
5255690060,492829,777694.8
8860500130,356256,633202.56
7349650120,278324,463393.62
3291800670,438920,611366.75
3764650010,541612,656124.8
5416500950,422085,644871.7
7973202712,207611,325349.84
3291800120,257288,373963.75
9211500620,213959,388147.6
8643200020,266145,544200.1
9197100101,182585,314963.56
3531900060,381725,468274.6
8842400071,430402,588598.6
6844701680,483488,484078.28
6413600285,459941,574071.2
5196410260,920414,1010588.2
824069121,540691,787346.94
3876313120,424848,533180.9
269000030,889371,889126.7
1560930070,589974,957550.5
4435000705,214128,155328.11
9542400025,925065,724307.94
2470200020,1543732,1013084.56
7519000580,483407,522847.75
1226059101,450696,649144
4449800063,495101,491943.44
2815600305,623235,676649.75
3821200050,260849,426806.94
2644900110,380030,577708.6
8058500005,416223,469877.88
1099760230,228615,377284.47
1954430180,457568,558810.9
7853360480,468754,607438.6
7229100040,294717,512147.03
1432400120,218051,213460.47
1898200080,324305,614938.4
4054520100,871275,1131698.4
2568200140,712192,888891
587550010,548244,1021085.8
4154303215,703338,792381.8
6358900070,778793,1139588.2
3277801640,438441,516244.1
6209000165,292879,490917.53
6143000020,273790,461179.12
2591780180,399700,659805
5412400170,250510,362387.22
5466350120,251288,367588.47
2877104196,739903,686919.5
3222059007,280360,440130.66
7957600025,240853,395057.56
2698200210,236671,379810.8
3764500230,575453,584302.25
414100630,378611,563222.7
8029740060,318517,449553.84
1426049054,437372,598104.94
546001060,653449,675352.6
3277801417,386374,529062.4
3630120970,728155,816282.8
2326059080,985723,1296606.9
3278612370,379734,485887.2
4024700100,296515,479853.75
7697870860,235267,361543.88
8562900240,685920,756867.2
4059400585,209244,354498.56
5703000050,455261,583058.1
7701990560,840494,1066449.6
1760650610,286478,434243.62
5408100035,449902,492234.4
1370800560,1258975,1041608.3
2880100240,520394,549005.8
3630060150,515619,553496.44
6071700020,553290,557529.06
2473002500,405435,591413.7
2768300650,501524,490896.94
3523089019,777786,885486.3
2787250190,535325,759038.6
9477940440,371034,555020.9
8732030440,266241,533365.5
236500050,259276,493818.94
993000100,985810,1020203.94
5466700360,240568,394850.78
7203220300,798980,969541.2
8682292180,433406,539339.8
5209200010,439830,548723.7
7853360990,412894,501616.03
8663310010,428035,563302.75
2313900165,479142,487989.44
6114600030,409316,697937.9
3303990030,832730,1025109.56
6679000960,330090,479335.56
8161000230,490620,689589.6
9510860060,670002,704873.1
1223089083,661874,831599.44
2721049059,249672,436148.22
2523039278,230822,401958.7
9826700707,456936,528325.25
2159900120,596100,514606.25
2767600635,621587,651023.1
3812400455,361091,496851.2
7852030960,420556,537089.06
319500080,603881,768745.8
1061500360,287612,462849.03
1787600209,394812,557743.94
7888700030,384471,665485.56
3623500260,716894,903815.1
4219400520,1275909,1044842.7
518500460,1995015,1893354.5
2500600297,242372,409068.53
7283900010,347118,483065.53
9225900055,298360,479470.88
4036800925,390753,458447.2
7967900150,361608,627606.6
1782000130,377646,473666.2
3163600015,192623,299495.38
254000075,395856,489450.12
1424059022,1010160,1136058.4
2768200090,771129,777287.75
4319200505,409504,527454.3
1592000780,606616,715190.56
1687910100,516861,548034.9
5200100115,509852,553821.1
3751600176,202861,310315.38
5608010650,889303,1052870.9
2051200506,197755,385193.47
2781280310,315244,466173.25
1023059190,267015,396817.16
